693;9
694;10
695;11
696;1
697;2
698;3
699;4
700;5
701;6
702;7
703;8
704;8
705;9
706;10
707;11
708;1
709;2
710;3
711;4
712;5
713;6
714;7
715;8
716;8
717;9
718;10
719;11
720;1
721;2
722;3
723;4
724;5
725;6
726;7
727;8
728;8
729;9
730;10
731;11
732;1
733;2
734;3
735;4
736;5
737;6
738;7
739;8
740;8
741;9
742;10
743;11
744;1
745;2
746;3
747;4
748;5
749;6
750;7
751;8
752;8
753;9
754;10
755;11
756;1
757;2
758;3
759;4
760;5
761;6
762;7
763;8
764;8
765;9
766;10
767;11
768;1
769;2
770;3
771;4
772;5
773;6
774;7
775;8
776;8
777;9
778;10
779;11
780;1
781;2
782;3
783;4
784;5
785;6
786;7
787;8
788;8
789;9
790;10
791;11
792;1
793;2
794;3
795;4
796;5
797;6
798;7
799;8
800;8
801;9
802;10
803;11
804;1
805;2
806;3
807;4
808;5
809;6
810;7
811;8
812;8
813;9
814;10
815;11
816;1
817;2
818;3
819;4
820;5
821;6
822;7
823;8
824;8
825;9
826;10
827;11
828;1
829;2
830;3
831;4
832;5
833;6
834;7
835;8
836;8
837;9
838;10
839;11
840;1
841;2
842;3
843;4
844;5
845;6
846;7
847;8
848;8
849;9
850;10
851;11
852;1
853;2
854;3
855;4
856;5
857;6
858;7
859;8
860;8
861;9
862;10
863;11
864;1
865;2
866;3
867;4
868;5
869;7
870;6
871;7
872;8
873;8
874;9
875;10
876;11
877;1
878;2
879;3
880;4
881;5
882;6
883;7
884;8
885;8
886;9
887;10
888;11
889;1
890;2
891;3
892;4
893;5
894;6
895;7
896;8
897;8
898;9
899;10
900;11
901;1
902;2
903;3
904;4
905;5
906;6
907;7
908;8
909;8
910;9
911;10
912;11
913;1
914;2
915;3
916;4
917;5
918;6
919;7
920;8
921;8
922;9
923;10
924;11
925;1
926;2
927;3
928;4
929;5
930;6
931;7
932;8
933;8
934;9
935;10
936;11
937;1
938;2
939;3
940;4
941;5
942;6
943;7
944;8
945;8
946;9
947;10
948;11
949;1
950;2
951;3
952;4
953;5
954;6
955;7
956;8
957;8
958;9
959;10
960;11
961;1
962;2
963;3
964;4
965;5
966;6
967;7
968;8
969;8
970;9
971;10
972;11
973;1
974;2
975;3
976;4
977;5
978;6
979;7
980;8
981;8
982;9
983;10
984;11
985;1
986;2
987;3
988;4
989;5
990;6
991;7
992;8
993;8
994;9
995;10
996;11
997;1
998;2
999;3
1000;4
1001;5
1002;6
1003;7
1004;8
1005;8
1006;9
1007;10
1008;11
1009;1
1010;2
1011;3
1012;4
1013;5
1014;6
1015;7
1016;8
1017;8
1018;9
1019;10
1020;11
1021;1
1022;2
1023;3
1024;4
1025;5
1026;6
1027;7
1028;8
1029;8
1030;9
1031;10
1032;11
1033;1
1034;2
1035;3
1036;4
1037;5
1038;6
1039;7
1040;8
1041;8
1042;9
1043;10
1044;11
1045;1
1046;2
1047;3
1048;4
1049;5
1050;6
1051;7
1052;8
1053;8
1054;9
1055;10
1056;11
1057;1
1058;2
1059;3
1060;4
1061;5
1062;6
1063;7
1064;8
1065;8
1066;9
1067;10
1068;11
1069;1
1070;2
1071;3
1072;4
1073;5
1074;6
1075;7
1076;8
1077;8
1078;9
1079;10
1080;11
1081;1
1082;2
1083;3
1084;4
1085;5
1086;6
1087;7
1088;8
1089;8
1090;9
1091;10
1092;11
1093;1
1094;2
1095;3
1096;4
1097;5
1098;6
1099;7
1100;8
1101;8
1102;9
1103;10
1104;11
1105;1
1106;2
1107;3
1108;4
1109;5
1110;6
1111;7
1112;8
1113;8
1114;9
1115;10
1116;11
1117;1
1118;2
1119;3
1120;4
1121;5
1122;6
1123;7
1124;8
1125;8
1126;9
1127;10
1128;11
1129;1
1130;2
1131;3
1132;4
1133;5
1134;6
1135;7
1136;8
1137;8
1138;9
1139;10
1140;11
1141;1
1142;2
1143;3
1144;4
1145;5
1146;6
1147;7
1148;8
1149;8
1150;9
1151;10
1152;11
1153;1
1154;2
1155;3
1156;4
1157;5
1158;6
1159;7
1160;8
1161;8
1162;9
1163;10
1164;11
1165;1
1166;2
1167;3
1168;4
1169;5
1170;6
1171;7
1172;8
1173;8
1174;9
1175;10
1176;11
1177;1
1178;2
1179;3
1180;4
1181;5
1182;6
1183;7
1184;8
1185;8
1186;9
1187;10
1188;11
1189;1
1190;2
1191;3
1192;4
1193;5
1194;6
1195;7
1196;8
1197;8
1198;9
1199;10
1200;11
1201;1
1202;2
1203;3
1204;4
1205;5
1206;6
1207;7
1208;8
1209;8
1210;9
1211;10
1212;11
1213;1
1214;2
1215;3
1216;4
1217;5
1218;6
1219;7
1220;8
1221;8
1222;9
1223;10
1224;11
1225;1
1226;2
1227;3
1228;4
1229;5
1230;6
1231;7
1232;8
1233;8
1234;9
1235;10
1236;11
1237;1
1238;2
1239;3
1240;4
1241;5
1242;6
1243;7
1244;8
1245;8
1246;9
1247;10
1248;11
1249;1
1250;2
1251;3
1252;4
1253;5
1254;6
1255;7
1256;8
1257;8
1258;9
1259;10
1260;11
1261;1
1262;2
1263;3
1264;4
1265;5
1266;6
1267;7
1268;8
1269;8
1270;9
1271;10
1272;11
1273;1
1274;2
1275;3
1276;4
1277;5
1278;6
1279;7
1280;8
1281;8
1282;9
1283;10
1284;11
1285;1
1286;2
1287;3
1288;4
1289;5
1290;6
1291;7
1292;8
1293;8
1294;9
1295;10
1296;11
1297;1
1298;2
1299;3
1300;4
1301;5
1302;6
1303;7
1304;8
1305;8
1306;9
1307;10
1308;11
1309;1
1310;2
1311;3
1312;4
1313;5
1314;6
1315;7
1316;8
1317;8
1318;9
1319;10
1320;11
1321;1
1322;2
1323;3
1324;4
1325;5
1326;6
1327;7
1328;8
1329;8
1330;9
1331;10
1332;11
1333;1
1334;2
1335;3
1336;4
1337;5
1338;6
1339;7
1340;8
1341;8
1342;9
1343;10
1344;11
1345;1
1346;2
1347;3
1348;4
1349;5
1350;6
1351;7
1352;8
1353;8
1354;9
1355;10
1356;11
1357;1
1358;2
1359;3
1360;4
1361;5
1362;6
1363;7
1364;8
1365;8
1366;9
1367;10
1368;11
1369;1
1370;2
1371;3
1372;4
1373;5
1374;6
1375;7
1376;8
1377;8
1378;9
1379;10
1380;11
1381;1
1382;2
1383;3
1384;4
1385;5
1386;6
1387;7
1388;8
1389;8
1390;9
1391;10
1392;11
1393;1
1394;2
1395;3
1396;4
1397;5
1398;6
1399;7
1400;8
1401;8
1402;9
1403;10
1404;11
1405;1
1406;2
1407;3
1408;4
1409;5
1410;6
1411;7
1412;8
1413;8
1414;9
1415;10
1416;11
1417;1
1418;2
1419;3
1420;4
1421;5
1422;6
1423;7
1424;8
1425;8
1426;9
1427;10
1428;11
1429;1
1430;2
1431;3
1432;4
1433;5
1434;6
1435;7
1436;8
1437;8
1438;9
1439;10
1440;11
1441;1
1442;2
1443;3
1444;4
1445;5
1446;6
1447;7
1448;8
1449;8
1450;9
1451;10
1452;11
1453;1
1454;2
1455;3
1456;4
1457;5
1458;6
1459;7
1460;8
1461;8
1462;9
1463;10
1464;11
